============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(76.5 MeV) ==> Mylar_IC+CF4_IC+Mylar_CF( 45.6 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  785  8 .6066426E+08   4561630E+02  .1195E+07  .5326E+06   .9999854  .0053859  .0004171
T  786  8 .6073019E+08   4561630E+02  .9679E+06  .5070E+06   .9999843  .0050411  .0024486
T  787  8 .6072651E+08   4561630E+02  .2090E+07  .1699E+07   .9999872  .0025113  .0043821
T  788  8 .6085748E+08   4561630E+02 -.1560E+06  .2548E+06   .9999775 -.0042968  .0051588
T  789  8 .6073708E+08   4561630E+02 -.4876E+07 -.1987E+07   .9998989 -.0139166 -.0029167
T  790  8 .6080820E+08   4561630E+02 -.7987E+06 -.3152E+06   .9999914 -.0040997  .0005777
T  791  8 .6116659E+08   4561630E+02 -.1401E+07 -.2722E+07   .9999578 -.0048158 -.0078186
T  792  8 .6085499E+08   4561630E+02 -.1228E+07 -.2067E+07   .9999788 -.0048065 -.0043938
T  793  8 .6059833E+08   4561630E+02  .2773E+07 -.2044E+07   .9999693  .0064656 -.0044233
T  794  8 .6058953E+08   4561630E+02  .1247E+07  .2095E+07   .9999765  .0032728  .0060225
T  795  8 .6082578E+08   4561631E+02  .2782E+07  .1755E+06   .9999544  .0081063 -.0050502
T  796  8 .6088698E+08   4561630E+02  .1574E+07  .1135E+06   .9999932  .0033088  .0016352
T  797  8 .6098955E+08   4561631E+02  .3007E+07  .2182E+07   .9999196  .0102838  .0074141
T  798  8 .6088050E+08   4561630E+02 -.3821E+05 -.4654E+06   .9999943 -.0033478 -.0003498
T  799  8 .6087911E+08   4561630E+02  .1316E+07  .1847E+07   .9999748  .0037614  .0060224
T  800  8 .6089161E+08   4561630E+02  .7276E+06 -.1470E+07   .9999952  .0005874 -.0030295
T  801  8 .6095433E+08   4561631E+02  .2286E+06 -.1997E+06   .9999932 -.0013527 -.0034436
T  802  8 .6088676E+08   4561630E+02 -.5357E+06 -.3087E+07   .9999550  .0000570 -.0094899
T  803  8 .6084585E+08   4561631E+02 -.9293E+06 -.8894E+06   .9999954 -.0030446  .0001375
T  804  8 .6115732E+08   4561630E+02  .6272E+06  .1053E+07   .9999929  .0034885 -.0013909
T  805  8 .6065798E+08   4561631E+02 -.3539E+06 -.7403E+06   .9999969 -.0011433 -.0022192
T  806  8 .6072027E+08   4561631E+02  .5313E+06 -.1881E+07   .9999999  .0001874  .0003555
T  807  8 .6092703E+08   4561631E+02  .8701E+06  .1775E+07   .9999723  .0002187  .0074413
T  808  8 .6099481E+08   4561631E+02 -.2226E+06  .1966E+07   .9999826 -.0004800  .0058872
T  809  8 .6098201E+08   4561631E+02 -.2625E+05 -.5183E+06   .9999899  .0022887  .0038676
T  810  8 .6098551E+08   4561631E+02  .1766E+06 -.2212E+07   .9999851  .0022393 -.0049870
T  811  8 .6071933E+08   4561630E+02 -.1929E+07 -.2412E+07   .9999570 -.0074863 -.0054807
T  812  8 .6064118E+08   4561631E+02 -.2110E+07  .1732E+07   .9999075 -.0098234  .0094123
T  813  8 .6085079E+08   4561631E+02  .1038E+07  .4378E+06   .9999938  .0026753  .0022944
T  814  8 .6091984E+08   4561630E+02  .1041E+06  .1335E+07   .9999932  .0000423  .0036904
T  815  8 .6066204E+08   4561630E+02  .1647E+07  .1378E+07   .9999778  .0032700  .0058090
T  816  8 .6069557E+08   4561630E+02  .2384E+07 -.1234E+06   .9999842  .0050483 -.0024613
T  817  8 .6094428E+08   4561630E+02 -.5799E+06  .3161E+07   .9999701 -.0011461  .0076430
T  818  8 .6078695E+08   4561630E+02 -.3254E+06  .1606E+07   .9999760 -.0019795  .0066404
T  819  8 .6084711E+08   4561630E+02 -.5043E+07 -.6244E+06   .9999500 -.0098952 -.0014684
T  820  8 .6054784E+08   4561630E+02  .5463E+07  .2518E+07   .9997814  .0190598  .0085918
T  821  8 .6085160E+08   4561631E+02 -.9442E+06  .6636E+07   .9998857 -.0010115  .0150836
T  822  8 .6081183E+08   4561631E+02  .2465E+06  .1626E+06   .9999967  .0012044  .0022855
T  823  8 .6092821E+08   4561630E+02  .2667E+06 -.5381E+06   .9999959  .0000266 -.0028606
T  824  8 .6088983E+08   4561630E+02 -.3369E+06  .3408E+07   .9999540 -.0022878  .0093189
T  825  8 .6080548E+08   4561631E+02  .1268E+07  .5999E+06   .9999906  .0032423  .0028833
T  826  8 .6083559E+08   4561630E+02 -.1307E+07  .6840E+06   .9999974 -.0022337  .0005446
T  827  8 .6086836E+08   4561630E+02  .2918E+06  .1049E+06   .9999991 -.0011510  .0006277
T  828  8 .6090929E+08   4561630E+02  .9107E+06  .1288E+07   .9999787  .0052518  .0038698
T  829  8 .6074832E+08   4561630E+02 -.5428E+06 -.8532E+06   .9999963 -.0022761 -.0015085
T  830  8 .6092491E+08   4561630E+02  .5929E+06 -.4569E+06   .9999917  .0040371 -.0006322
T  831  8 .6102550E+08   4561630E+02 -.1915E+07 -.2441E+06   .9999899 -.0037624 -.0024597
T  832  8 .6098427E+08   4561630E+02  .9997E+06 -.5022E+06   .9999959  .0021116  .0019171
T  833  8 .6095436E+08   4561630E+02  .1934E+06 -.1649E+06   .9999984 -.0017789 -.0001775
T  834  8 .6061089E+08   4561631E+02  .1002E+07  .2634E+07   .9999766 -.0004315  .0068342
T  835  8 .6077677E+08   4561631E+02  .1113E+07  .2505E+06   .9999884  .0046788  .0011232
T  836  8 .6076737E+08   4561630E+02 -.1574E+06 -.4777E+06   .9999890  .0032738 -.0033536
T  837  8 .6067591E+08   4561631E+02 -.5289E+06  .2286E+07   .9999889 -.0023578  .0040700
T  838  8 .6091930E+08   4561630E+02  .6638E+06  .1791E+07   .9999914 -.0015063  .0038702
T  839  8 .6101185E+08   4561630E+02 -.1928E+07  .8418E+06   .9999864 -.0037968  .0035862
T  840  8 .6087864E+08   4561631E+02  .2485E+07 -.7498E+06   .9999790  .0060532 -.0023264
T  841  8 .6086108E+08   4561631E+02 -.6971E+06  .4650E+06   .9999913  .0024130  .0033947
T  842  8 .6096353E+08   4561630E+02  .5272E+06 -.3151E+07   .9999752 -.0045227 -.0053929
T  843  8 .6099616E+08   4561631E+02 -.3757E+06 -.2288E+06   .9999993  .0006704  .0010219
T  844  8 .6099642E+08   4561631E+02  .1789E+07 -.3788E+07   .9998892  .0095947 -.0113785
T  845  8 .6111074E+08   4561630E+02 -.8600E+05 -.1147E+07   .9999985  .0013051 -.0011641
T  846  8 .6083939E+08   4561631E+02 -.4595E+06  .1469E+07   .9999820 -.0017609  .0057381
T  847  8 .6092349E+08   4561630E+02  .1363E+07  .1479E+06   .9999926  .0036681 -.0011661
T  848  8 .6103710E+08   4561630E+02 -.5179E+05  .3641E+05   .9999988 -.0014444  .0005467
T  849  8 .6075776E+08   4561630E+02  .8621E+06  .7145E+06   .9999870  .0041554  .0029644
T  850  8 .6077395E+08   4561630E+02  .3199E+06  .2584E+06   .9999997  .0007352  .0001119
T  851  8 .6099666E+08   4561630E+02  .1145E+07 -.1889E+07   .9999872  .0016713 -.0047698
T  852  8 .6056108E+08   4561630E+02 -.3943E+05 -.3477E+06   .9999988 -.0008383 -.0012820
T  853  8 .6109498E+08   4561630E+02 -.7240E+05 -.7686E+06   .9999906  .0013279 -.0041251
T  854  8 .6079649E+08   4561630E+02  .8530E+06 -.1618E+07   .9999534  .0090660  .0033289
T  855  8 .6093416E+08   4561630E+02 -.1451E+06  .2512E+06   .9999988 -.0014725  .0004282
T  856  8 .6089552E+08   4561630E+02  .7369E+06  .2101E+06   .9999895  .0043639 -.0013918
T  857  8 .6069174E+08   4561631E+02 -.1628E+07  .1440E+07   .9999634 -.0076921  .0037410
T  858  8 .6088339E+08   4561630E+02  .4274E+06 -.5937E+07   .9998979 -.0002679 -.0142879
T  859  8 .6075679E+08   4561631E+02 -.5396E+07  .2430E+07   .9999238 -.0107194  .0061220
T  860  8 .6082664E+08   4561630E+02  .2996E+06 -.5364E+05   .9999827  .0051162 -.0029104
T  861  8 .6100286E+08   4561630E+02  .1216E+07  .5197E+06   .9999933  .0036463  .0001544
T  862  8 .6095157E+08   4561630E+02 -.9590E+06 -.1573E+07   .9999918 -.0024910 -.0031787
T  863  8 .6088463E+08   4561630E+02  .2044E+07  .5331E+06   .9999701  .0076895  .0008648
T  864  8 .6090250E+08   4561631E+02 -.1391E+07  .1068E+07   .9999637 -.0069067  .0049845
T  865  8 .6084126E+08   4561630E+02  .5940E+06  .5199E+05   .9999977  .0009015  .0019392
T  866  8 .6078347E+08   4561630E+02 -.1203E+07  .2745E+06   .9999980 -.0003765  .0019683
T  867  8 .6065014E+08   4561630E+02  .9825E+06 -.1155E+06   .9999946  .0031942  .0008232
T  868  8 .6103734E+08   4561631E+02 -.3009E+07 -.4095E+06   .9998967 -.0117565 -.0082702
T  869  8 .6082894E+08   4561630E+02 -.4578E+06 -.6395E+06   .9999898 -.0007923 -.0044430
T  870  8 .6093307E+08   4561630E+02  .2877E+07 -.6577E+06   .9999932  .0025916 -.0026123
T  871  8 .6084474E+08   4561630E+02 -.5365E+06 -.2251E+07   .9999927  .0006418 -.0037778
T  872  8 .6082220E+08   4561630E+02  .5109E+06  .3842E+06   .9999979  .0007298  .0019346
T  873  8 .6074139E+08   4561631E+02 -.2337E+07  .2010E+07   .9999713 -.0056119  .0050912
T  874  8 .6113422E+08   4561630E+02 -.2897E+07  .2444E+07   .9999619 -.0066240  .0056807
T  875  8 .6093883E+08   4561630E+02 -.9695E+05 -.2534E+07   .9999753  .0017492 -.0068002
T  876  8 .6091826E+08   4561630E+02  .1930E+07 -.1699E+07   .9999538  .0015464 -.0094847
T  877  8 .6099936E+08   4561630E+02 -.1805E+07  .2288E+07   .9998210 -.0154015  .0109870
T  878  8 .6067497E+08   4561630E+02 -.1750E+06 -.1247E+07   .9999962 -.0011257 -.0025310
T  879  8 .6079298E+08   4561631E+02 -.9156E+06 -.1298E+07   .9999876 -.0032176 -.0037949
T  880  8 .6053558E+08   4561631E+02 -.3671E+06 -.1609E+07   .9999826  .0022024 -.0054802
T  881  8 .6063059E+08   4561630E+02  .3231E+06 -.8594E+06   .9999952  .0003509 -.0030877
T  882  8 .6090534E+08   4561631E+02  .3071E+06 -.5206E+06   .9999915  .0009789 -.0040008
T  883  8 .6099702E+08   4561630E+02 -.2449E+07  .6381E+06   .9999752 -.0068670  .0015433
T  884  8 .6070535E+08   4561630E+02 -.1547E+07  .2924E+06   .9999840 -.0040618  .0039273
T  885  8 .6085656E+08   4561630E+02 -.9473E+05 -.5969E+06   .9999857 -.0022269 -.0048702
T  886  8 .6080799E+08   4561630E+02 -.1380E+07  .6248E+06   .9999925 -.0038718  .0001885
T  887  8 .6102661E+08   4561631E+02 -.2075E+07  .2079E+07   .9999581 -.0087594  .0026568
T  888  8 .6092077E+08   4561630E+02  .5526E+06 -.4171E+06   .9999938  .0002063 -.0035045
T  889  8 .6100679E+08   4561630E+02 -.1386E+07 -.2240E+06   .9999905 -.0039952 -.0017260
T  890  8 .6073119E+08   4561630E+02  .1545E+07 -.2525E+07   .9999834  .0024544 -.0052069
T  891  8 .6084007E+08   4561630E+02  .1919E+06  .7138E+06   .9999970  .0005175  .0024149
T  892  8 .6070000E+08   4561630E+02 -.8710E+06 -.1261E+07   .9999860 -.0020629 -.0048683
T  893  8 .6070021E+08   4561630E+02  .2661E+06 -.1486E+07   .9999750  .0024361 -.0066431
T  894  8 .6083649E+08   4561630E+02 -.1529E+07  .5941E+06   .9999943 -.0032342  .0010037
T  895  8 .6089947E+08   4561631E+02  .5363E+06 -.2562E+07   .9999831 -.0031595 -.0048864
T  896  8 .6093507E+08   4561631E+02 -.3383E+06  .1824E+07   .9999971 -.0017427  .0016910
T  897  8 .6060475E+08   4561631E+02 -.2638E+07 -.1275E+05   .9999619 -.0087316 -.0002037
T  898  8 .6087724E+08   4561631E+02 -.1388E+07  .1579E+07   .9999817 -.0036166  .0048598
T  899  8 .6066040E+08   4561630E+02  .1882E+07 -.4740E+07   .9999523  .0049787 -.0083989
T  900  8 .6089443E+08   4561630E+02  .2445E+06 -.3689E+06   .9999970  .0012838  .0020782
T  901  8 .6083989E+08   4561630E+02  .2775E+06  .5557E+06   .9999921  .0022877  .0032393
T  902  8 .6071685E+08   4561630E+02  .3407E+07  .7553E+07   .9998352  .0068184  .0168245
T  903  8 .6107915E+08   4561631E+02  .1419E+06 -.3912E+05   .9999974  .0020273  .0009998
T  904  8 .6055497E+08   4561630E+02  .5731E+06  .1838E+07   .9999632  .0020433  .0083284
T  905  8 .6080323E+08   4561630E+02  .1960E+07  .8247E+06   .9999664  .0077655  .0026074
T  906  8 .6062246E+08   4561631E+02  .7057E+06 -.4298E+06   .9999883  .0028074 -.0039326
T  907  8 .6081500E+08   4561630E+02 -.2195E+07  .5576E+06   .9999758 -.0065981  .0022138
T  908  8 .6086567E+08   4561631E+02 -.1470E+07 -.3407E+06   .9999931 -.0031917 -.0019254
T  909  8 .6089671E+08   4561631E+02  .1119E+07 -.2208E+07   .9999744  .0039808 -.0059522
T  910  8 .6070556E+08   4561631E+02 -.1514E+07  .1307E+07   .9999673 -.0063714  .0049764
T  911  8 .6082747E+08   4561630E+02 -.8944E+06  .1475E+07   .9999692 -.0045293  .0064043
T  912  8 .6072467E+08   4561630E+02  .2885E+06  .1718E+07   .9999909 -.0020210  .0037540
T  913  8 .6081669E+08   4561631E+02  .6413E+06  .5917E+06   .9999961  .0027752 -.0001908
T  914  8 .6083120E+08   4561630E+02  .1662E+07  .5411E+06   .9999955  .0029395  .0005439
T  915  8 .6093500E+08   4561631E+02  .1870E+07 -.1605E+06   .9999940  .0034431 -.0004282
T  916  8 .6085051E+08   4561630E+02 -.1551E+07  .1050E+07   .9999904 -.0040516  .0016608
T  917  8 .6090059E+08   4561630E+02 -.2041E+07 -.4063E+07   .9999226 -.0015847 -.0123375
T  918  8 .6085567E+08   4561631E+02  .6560E+06  .1304E+07   .9999923  .0037511  .0011881
T  919  8 .6108433E+08   4561630E+02  .1952E+07 -.9467E+06   .9999776  .0060619 -.0028495
T  920  8 .6097400E+08   4561631E+02 -.4702E+07  .2210E+05   .9999571 -.0092110  .0009744
T  921  8 .6087140E+08   4561630E+02  .5858E+06  .1523E+06   .9999992  .0012342  .0000754
T  922  8 .6087037E+08   4561630E+02  .3123E+06 -.1754E+06   .9999929  .0003471 -.0037574
T  923  8 .6093791E+08   4561630E+02  .7387E+06 -.4313E+06   .9999924 -.0012169 -.0036929
T  924  8 .6099260E+08   4561630E+02  .2049E+07  .4263E+06   .9999833  .0051321  .0026675
T  925  8 .6089291E+08   4561630E+02  .4507E+07  .2351E+06   .9999183  .0121250  .0040479
T  926  8 .6093748E+08   4561630E+02  .6964E+06  .1365E+06   .9999997 -.0003015  .0006518
T  927  8 .6088158E+08   4561630E+02 -.6315E+06 -.4835E+06   .9999877 -.0044571 -.0021612
T  928  8 .6081035E+08   4561630E+02 -.7307E+06 -.5193E+06   .9999924 -.0013337 -.0036697
T  929  8 .6093513E+08   4561630E+02  .4483E+06  .1216E+07   .9999885 -.0013887  .0045980
T  930  8 .6090377E+08   4561630E+02 -.2078E+07 -.4722E+06   .9999862 -.0049772 -.0016664
T  931  8 .6094684E+08   4561630E+02  .3175E+05  .6389E+05   .9999981 -.0018518 -.0006612
T  932  8 .6090697E+08   4561630E+02  .5382E+06  .3486E+07   .9999190  .0014181  .0126471
T  933  8 .6056823E+08   4561630E+02  .1026E+07  .1728E+07   .9999308 -.0101600  .0059269
T  934  8 .6068478E+08   4561631E+02 -.1736E+06 -.2406E+06   .9999940 -.0024683 -.0024128
T  935  8 .6064851E+08   4561630E+02 -.1317E+06 -.1827E+07   .9999782  .0001459 -.0066076
T  936  8 .6087802E+08   4561631E+02  .6381E+06 -.3555E+06   .9999914  .0040957  .0006503
T  937  8 .6101472E+08   4561630E+02 -.3050E+06 -.4773E+06   .9999994 -.0010283 -.0003398
T  938  8 .6061215E+08   4561631E+02 -.7063E+06  .7482E+06   .9999959 -.0027406  .0008436
T  939  8 .6092712E+08   4561631E+02 -.3711E+07  .2373E+06   .9999638 -.0084913  .0005939
T  940  8 .6082123E+08   4561631E+02 -.2237E+06 -.3152E+07   .9999554 -.0025996 -.0090757
T  941  8 .6099984E+08   4561630E+02 -.4473E+06 -.6234E+06   .9999998  .0002888 -.0006417
T  942  8 .6075784E+08   4561631E+02 -.1673E+07 -.2235E+07   .9999616 -.0067906 -.0055339
T  943  8 .6069682E+08   4561631E+02  .1794E+07 -.1777E+06   .9999915  .0022218  .0034841
T  944  8 .6082046E+08   4561631E+02  .1415E+07  .6270E+06   .9999940  .0034512 -.0000235
T  945  8 .6069028E+08   4561630E+02 -.8819E+06  .2703E+07   .9999750 -.0011032  .0069781
T  946  8 .6081169E+08   4561631E+02  .2743E+07 -.1739E+07   .9999707  .0025492 -.0072239
T  947  8 .6054631E+08   4561630E+02 -.3150E+07 -.8625E+06   .9999671 -.0074586 -.0031835
T  948  8 .6072906E+08   4561631E+02 -.6709E+06 -.4216E+06   .9999942 -.0033085  .0008360
T  949  8 .6060449E+08   4561630E+02  .1045E+07  .1865E+06   .9999933  .0032345  .0016931
T  950  8 .6099482E+08   4561630E+02 -.2068E+07  .6961E+06   .9999971 -.0010617  .0021682
T  951  8 .6091297E+08   4561631E+02  .7028E+06 -.3970E+06   .9999867  .0051027 -.0007327
T  952  8 .6087241E+08   4561630E+02  .2936E+06  .1767E+07   .9999848 -.0039407  .0038623
T  953  8 .6090614E+08   4561630E+02  .2570E+06 -.1649E+07   .9999899  .0005920 -.0044595
T  954  8 .6093714E+08   4561631E+02  .1575E+07  .1426E+06   .9999881  .0045465 -.0017577
T  955  8 .6106115E+08   4561631E+02  .6537E+06 -.7126E+06   .9999972 -.0009332 -.0021600
T  956  8 .6073844E+08   4561631E+02 -.5919E+06  .2820E+07   .9999365  .0006337  .0112514
T  957  8 .6071600E+08   4561630E+02 -.9636E+05 -.8699E+06   .9999949  .0008957 -.0030587
T  958  8 .6084451E+08   4561631E+02  .5239E+06 -.2773E+07   .9999649 -.0022127 -.0080825
T  959  8 .6098204E+08   4561630E+02 -.1294E+06 -.2056E+07   .9999916 -.0025703 -.0031831
T  960  8 .6075135E+08   4561631E+02 -.6762E+06  .4051E+05   .9999995 -.0005483  .0008682
T  961  8 .6095902E+08   4561631E+02  .1428E+07  .1624E+07   .9999815  .0046031  .0039752
T  962  8 .6080968E+08   4561631E+02  .7901E+05  .6170E+07   .9999244  .0018151  .0121625
T  963  8 .6089653E+08   4561630E+02 -.4545E+06  .3109E+06   .9999915 -.0004529  .0041087
T  964  8 .6067148E+08   4561631E+02 -.5215E+06  .1406E+07   .9999944 -.0001530  .0033423
T  965  8 .6045890E+08   4561630E+02 -.6611E+06  .2953E+06   .9999983  .0013693  .0012665
T  966  8 .6098246E+08   4561631E+02  .3897E+06 -.2399E+07   .9999808  .0029188 -.0054578
T  967  8 .6091440E+08   4561630E+02  .6429E+06  .1795E+07   .9999936  .0026589  .0024105
T  968  8 .6079299E+08   4561630E+02 -.1318E+07  .2372E+07   .9999783 -.0041072  .0051442
T  969  8 .6083522E+08   4561630E+02  .8514E+06 -.1576E+07   .9999861  .0040380 -.0033957
T  970  8 .6058652E+08   4561630E+02 -.7703E+06 -.9233E+06   .9999944 -.0011215 -.0031507
T  971  8 .6102474E+08   4561630E+02  .7970E+06 -.4878E+06   .9999956  .0029528 -.0003484
T  972  8 .6078305E+08   4561631E+02 -.6133E+06  .1836E+07   .9999810 -.0017200  .0059268
T  973  8 .6101513E+08   4561630E+02  .2798E+07 -.5306E+06   .9999832  .0057836  .0002398
T  974  8 .6079768E+08   4561630E+02  .4962E+06  .1467E+07   .9999962  .0018850  .0020118
T  975  8 .6081395E+08   4561630E+02  .1733E+06  .8932E+06   .9999991  .0013021 -.0001530
T  976  8 .6106353E+08   4561630E+02  .3768E+07 -.3275E+05   .9999565  .0093167 -.0004655
T  977  8 .6098796E+08   4561630E+02 -.2973E+06  .6069E+06   .9999928  .0009418  .0036632
T  978  8 .6061660E+08   4561630E+02 -.1412E+07 -.1088E+07   .9999846 -.0052908 -.0016725
T  979  8 .6085916E+08   4561630E+02  .9534E+06 -.1835E+07   .9999974  .0005590 -.0022095
T  980  8 .6076465E+08   4561630E+02  .4037E+06  .8318E+06   .9999981  .0001604  .0019252
T  981  8 .6080940E+08   4561630E+02  .1417E+07  .1513E+07   .9999804  .0011243  .0061563
T  982  8 .6096920E+08   4561630E+02  .9008E+06 -.5726E+06   .9999999  .0003159 -.0000646
T  983  8 .6086908E+08   4561630E+02  .6586E+06 -.7948E+06   .9999957  .0026094 -.0013376
T  984  8 .6081585E+08   4561630E+02  .1413E+07 -.5362E+03   .9999923  .0039028 -.0003671
T  985  8 .6081201E+08   4561631E+02 -.9302E+06 -.4478E+07   .9999501 -.0046987 -.0088198
T  986  8 .6082836E+08   4561630E+02 -.9831E+06 -.1469E+07   .9999787 -.0057980 -.0029936
T  987  8 .6091532E+08   4561630E+02 -.2372E+06 -.1570E+06   .9999914  .0014082  .0039075
T  988  8 .6075665E+08   4561630E+02 -.1958E+07 -.3920E+06   .9999745 -.0071116  .0006210
T  989  8 .6075162E+08   4561630E+02 -.3377E+06  .2070E+06   .9999941 -.0033014 -.0009250
T  990  8 .6079607E+08   4561630E+02 -.1195E+07 -.5245E+06   .9999874 -.0048762  .0012297
T  991  8 .6078750E+08   4561631E+02  .8630E+06 -.7200E+05   .9999988  .0011865 -.0010136
T  992  8 .6088792E+08   4561631E+02 -.3247E+05  .4164E+05   .9999993 -.0000156 -.0011647
T  993  8 .6076750E+08   4561630E+02 -.9261E+06  .3965E+06   .9999890 -.0040483  .0023721
T  994  8 .6112053E+08   4561631E+02 -.4147E+07 -.1045E+07   .9999475 -.0097831 -.0030469
T  995  8 .6063806E+08   4561630E+02  .7616E+06  .3982E+07   .999929
