============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(76.5 MeV) ==> Mylar_IC+CF4_IC+Mylar_CF( 45.6 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  743  9 .5656626E+08   4561630E+02 -.2172E+07 -.2821E+07   .9999121 -.0086550 -.0100459
T  744  9 .5643338E+08   4561630E+02 -.8319E+06  .1151E+07   .9999899 -.0044776  .0003955
T  745  9 .5645747E+08   4561630E+02  .1140E+07 -.3945E+06   .9999867  .0051633  .0001013
T  746  9 .5670535E+08   4561630E+02  .2484E+07 -.1675E+07   .9999164  .0128991 -.0008581
T  747  9 .5621494E+08   4561630E+02  .1302E+07  .2161E+07   .9999804  .0023077  .0058138
T  748  9 .5656911E+08   4561630E+02  .8368E+06 -.2160E+07   .9999752  .0054285 -.0044821
T  749  9 .5648144E+08   4561631E+02 -.3407E+07  .3980E+06   .9999589 -.0090241  .0009271
T  750  9 .5638207E+08   4561631E+02  .8471E+06  .2044E+07   .9999799  .0020050  .0060161
T  751  9 .5663882E+08   4561631E+02 -.1283E+07  .1975E+06   .9999958 -.0018400 -.0022274
T  752  9 .5631905E+08   4561631E+02 -.1212E+07 -.1501E+07   .9999634 -.0078960 -.0032907
T  753  9 .5629500E+08   4561630E+02 -.1911E+06 -.3858E+07   .9998680 -.0030972 -.0159527
T  754  9 .5661787E+08   4561630E+02  .2629E+07  .2266E+07   .9999682  .0033179  .0072472
T  755  9 .5647747E+08   4561631E+02 -.2298E+07 -.2044E+07   .9999979 -.0004545 -.0019788
T  756  9 .5652565E+08   4561630E+02 -.5480E+06  .1212E+07   .9999928 -.0017520  .0033550
T  757  9 .5625738E+08   4561630E+02  .3427E+06  .1834E+06   .9999867  .0016746  .0048746
T  758  9 .5658811E+08   4561630E+02 -.7471E+05  .3421E+06   .9999929  .0034839  .0014086
T  759  9 .5641776E+08   4561631E+02 -.1810E+07  .8103E+06   .9999590 -.0053054  .0073344
T  760  9 .5653279E+08   4561631E+02 -.3875E+06  .2563E+07   .9999799 -.0052442  .0035636
T  761  9 .5651476E+08   4561631E+02 -.2353E+07  .1111E+07   .9999648 -.0065664  .0052282
T  762  9 .5677918E+08   4561631E+02  .1711E+07 -.4090E+07   .9999496  .0071146 -.0070881
T  763  9 .5637998E+08   4561631E+02 -.1193E+06 -.8621E+06   .9999992  .0004012  .0011778
T  764  9 .5646762E+08   4561631E+02  .2579E+07 -.1648E+07   .9999277  .0112691 -.0042062
T  765  9 .5646047E+08   4561631E+02  .6455E+05  .9189E+05   .9999939 -.0003557  .0034605
T  766  9 .5667057E+08   4561630E+02 -.7282E+06  .5936E+05   .9999949 -.0031795  .0000872
T  767  9 .5652430E+08   4561631E+02  .1285E+07  .2187E+07   .9999589  .0043199  .0079651
T  768  9 .5668147E+08   4561630E+02  .1077E+07  .3803E+06   .9999908  .0041773 -.0009504
T  769  9 .5647875E+08   4561630E+02  .1458E+07 -.1858E+07   .9999747  .0029572 -.0064624
T  770  9 .5637033E+08   4561630E+02  .3841E+06  .1806E+07   .9999783 -.0013886  .0064408
T  771  9 .5651580E+08   4561630E+02 -.1366E+07  .4021E+06   .9999997  .0006364 -.0004214
T  772  9 .5642818E+08   4561630E+02  .2117E+07 -.3113E+07   .9999409 -.0003165 -.0108643
T  773  9 .5660477E+08   4561631E+02 -.6607E+06  .1331E+07   .9999807  .0011118  .0061100
T  774  9 .5642040E+08   4561630E+02  .4355E+06 -.2686E+07   .9999790 -.0032638 -.0056030
T  775  9 .5645508E+08   4561630E+02 -.2196E+07 -.1877E+07   .9999759 -.0069067 -.0006889
T  776  9 .5635880E+08   4561631E+02  .1304E+06 -.1894E+07   .9999524  .0008919 -.0097188
T  777  9 .5662005E+08   4561630E+02  .3582E+05  .3318E+05   .9999999  .0003109  .0000088
T  778  9 .5636428E+08   4561631E+02  .2343E+07 -.3058E+07   .9999494  .0063875 -.0077771
T  779  9 .5622687E+08   4561630E+02 -.3053E+07 -.2421E+07   .9999322 -.0109465 -.0039773
T  780  9 .5631151E+08   4561630E+02 -.4297E+07 -.4456E+07   .9998197 -.0117851 -.0148897
T  781  9 .5643041E+08   4561631E+02 -.8174E+06  .3206E+06   .9999962 -.0026531  .0007466
T  782  9 .5654255E+08   4561630E+02 -.2523E+07 -.1939E+07   .9999563 -.0090260 -.0024168
T  783  9 .5697343E+08   4561630E+02 -.6845E+06 -.5770E+06   .9999987  .0004031 -.0015655
T  784  9 .5644852E+08   4561630E+02  .5932E+06  .3429E+06   .9999882  .0048171  .0005465
T  785  9 .5640611E+08   4561630E+02  .5109E+07 -.3355E+07   .9999229  .0097965 -.0076309
T  786  9 .5645870E+08   4561630E+02  .3373E+07  .5388E+07   .9999240  .0083653  .0090592
T  787  9 .5655205E+08   4561631E+02  .3234E+07  .9332E+06   .9999397  .0109731  .0005179
T  788  9 .5662838E+08   4561631E+02  .9225E+06 -.9120E+06   .9999807  .0046821 -.0040857
T  789  9 .5657587E+08   4561631E+02  .3763E+06 -.3411E+07   .9999496 -.0004854 -.0100288
T  790  9 .5669007E+08   4561630E+02  .2479E+06 -.5358E+06   .9999842  .0033197 -.0045285
T  791  9 .5670876E+08   4561630E+02 -.1327E+07  .2912E+07   .9999748 -.0040414  .0058378
T  792  9 .5628547E+08   4561630E+02 -.1554E+07  .1091E+07   .9999808 -.0061974  .0002187
T  793  9 .5640016E+08   4561630E+02 -.2028E+07  .1751E+07   .9999800 -.0036600  .0051502
T  794  9 .5628901E+08   4561630E+02 -.2052E+07 -.2423E+06   .9999993 -.0008228  .0008887
T  795  9 .5629736E+08   4561631E+02  .2204E+06 -.5075E+07   .9999129 -.0034928 -.0127252
T  796  9 .5651508E+08   4561630E+02 -.6260E+06 -.1088E+05   .9999948  .0030670  .0009871
T  797  9 .5668514E+08   4561630E+02  .1361E+07  .2127E+06   .9999964  .0025204 -.0009680
T  798  9 .5643040E+08   4561631E+02 -.4477E+07  .2399E+07   .9999364 -.0108372  .0031276
T  799  9 .5635959E+08   4561630E+02 -.2088E+07 -.6410E+05   .9999829 -.0050981  .0028512
T  800  9 .5651097E+08   4561630E+02 -.2310E+07 -.1226E+07   .9999673 -.0079819 -.0012947
T  801  9 .5631976E+08   4561631E+02 -.4948E+06  .4739E+06   .9999940 -.0004363  .0034453
T  802  9 .5666454E+08   4561630E+02 -.6912E+06 -.5964E+06   .9999885 -.0037761 -.0029431
T  803  9 .5670287E+08   4561630E+02  .2109E+07  .1807E+07   .9999343  .0111872  .0024931
T  804  9 .5645715E+08   4561630E+02  .4248E+07  .2950E+06   .9999254  .0120693 -.0018935
T  805  9 .5648940E+08   4561630E+02 -.2328E+07 -.2017E+07   .9999675 -.0078108 -.0019985
T  806  9 .5626336E+08   4561630E+02  .5729E+06  .1473E+07   .9999948  .0013744  .0029041
T  807  9 .5638475E+08   4561630E+02  .1049E+07  .1919E+07   .9999652  .0066747  .0050110
T  808  9 .5641858E+08   4561630E+02  .5642E+07  .1990E+07   .9996650  .0229292  .0120084
T  809  9 .5671997E+08   4561630E+02  .5764E+06  .2511E+07   .9999768  .0008286  .0067655
T  810  9 .5653137E+08   4561630E+02  .3376E+07  .2280E+07   .9999049  .0137838 -.0005282
T  811  9 .5652635E+08   4561630E+02  .8799E+06  .7889E+06   .9999714  .0046273  .0059886
T  812  9 .5654591E+08   4561631E+02  .9138E+06  .2689E+07   .9999643  .0028640  .0079445
T  813  9 .5651072E+08   4561631E+02 -.1274E+07  .1295E+07   .9999555 -.0093237  .0014041
T  814  9 .5643074E+08   4561630E+02  .8698E+06 -.1525E+07   .9999823  .0031148 -.0050664
T  815  9 .5667080E+08   4561630E+02  .4081E+06  .2497E+07   .9999862  .0022367  .0047558
T  816  9 .5631064E+08   4561630E+02 -.8745E+06  .7572E+06   .9999919 -.0018126  .0035864
T  817  9 .5642930E+08   4561630E+02 -.1323E+07  .1519E+07   .9999826 -.0031011  .0050146
T  818  9 .5654877E+08   4561630E+02 -.1969E+07 -.9122E+06   .9999920 -.0034393 -.0020247
T  819  9 .5680073E+08   4561630E+02 -.3367E+06  .4709E+05   .9999854  .0053737  .0006212
T  820  9 .5634489E+08   4561630E+02 -.5938E+06 -.1134E+07   .9999984  .0002367 -.0017864
T  821  9 .5629656E+08   4561631E+02  .5884E+05 -.1895E+07   .9999899 -.0009140 -.0044066
T  822  9 .5639007E+08   4561630E+02  .5488E+06 -.6268E+06   .9999755  .0067070 -.0019956
T  823  9 .5644685E+08   4561630E+02 -.7514E+05 -.3492E+07   .9999507  .0024899 -.0096164
T  824  9 .5649458E+08   4561630E+02  .1351E+07 -.3361E+07   .9999754  .0011925 -.0069124
T  825  9 .5664434E+08   4561630E+02  .4778E+07  .1450E+07   .9998889  .0144735  .0035523
T  826  9 .5667537E+08   4561630E+02 -.3910E+06 -.1198E+07   .9999800 -.0005243 -.0063012
T  827  9 .5645771E+08   4561631E+02 -.2294E+07  .2948E+06   .9999826 -.0046251  .0036583
T  828  9 .5653910E+08   4561631E+02 -.3540E+07  .1553E+07   .9999289 -.0092268  .0075511
T  829  9 .5646723E+08   4561631E+02 -.3155E+06 -.1690E+06   .9999966 -.0020542  .0015883
T  830  9 .5657493E+08   4561630E+02 -.3655E+07 -.2374E+06   .9999418 -.0103916 -.0028985
T  831  9 .5678263E+08   4561630E+02  .1395E+07  .4364E+07   .9999491  .0057271  .0083072
T  832  9 .5648109E+08   4561630E+02  .2629E+07 -.1803E+07   .9999819  .0047140 -.0037393
T  833  9 .5660868E+08   4561630E+02 -.1690E+07  .2853E+06   .9999881 -.0048154 -.0007854
T  834  9 .5645752E+08   4561631E+02  .3017E+07 -.6633E+06   .9999863  .0050178 -.0015233
T  835  9 .5661695E+08   4561630E+02  .1990E+06  .2613E+07   .9999770  .0011519  .0066794
T  836  9 .5662005E+08   4561631E+02  .2032E+07  .5923E+07   .9999171  .0035321  .0123835
T  837  9 .5654804E+08   4561630E+02  .4064E+06 -.4395E+05   .9999972 -.0019492 -.0013219
T  838  9 .5648913E+08   4561630E+02  .2386E+06 -.2075E+07   .9999697 -.0011361 -.0077047
T  839  9 .5653808E+08   4561630E+02 -.9351E+06 -.9388E+05   .9999980  .0006160  .0019159
T  840  9 .5641065E+08   4561630E+02  .1121E+07  .1792E+07   .9999813 -.0005672  .0060826
T  841  9 .5664933E+08   4561630E+02 -.4934E+06 -.2600E+07   .9999615 -.0004002 -.0087616
T  842  9 .5663209E+08   4561630E+02 -.3753E+06 -.1599E+06   .9999949 -.0028223 -.0014969
T  843  9 .5660002E+08   4561630E+02  .3302E+07  .3559E+07   .9999298  .0095529  .0070105
T  844  9 .5656049E+08   4561631E+02 -.1144E+07 -.3083E+07   .9999776 -.0024880 -.0062071
T  845  9 .5627711E+08   4561631E+02 -.1954E+07  .7720E+06   .9999982 -.0007778  .0017106
T  846  9 .5673895E+08   4561630E+02  .2379E+07 -.4234E+07   .9999446  .0020448 -.0103263
T  847  9 .5651741E+08   4561630E+02 -.1577E+07  .6791E+06   .9999942 -.0033685 -.0003966
T  848  9 .5684602E+08   4561630E+02 -.4086E+07 -.1773E+07   .9998086 -.0191234 -.0041320
T  849  9 .5632329E+08   4561630E+02 -.1484E+06  .2170E+07   .9999720  .0000024  .0074794
T  850  9 .5648272E+08   4561631E+02 -.1009E+07 -.1814E+07   .9999817 -.0000928 -.0060572
T  851  9 .5650242E+08   4561630E+02  .6289E+06  .3009E+06   .9999885 -.0046916 -.0009456
T  852  9 .5638307E+08   4561630E+02 -.7548E+06 -.2206E+07   .9999934 -.0014365 -.0033267
T  853  9 .5640621E+08   4561630E+02 -.1587E+07 -.9186E+06   .9999836 -.0031498 -.0047789
T  854  9 .5645360E+08   4561631E+02  .1759E+07 -.2136E+07   .9999786  .0036002 -.0054702
T  855  9 .5642061E+08   4561630E+02  .2703E+07 -.1734E+07   .9999107  .0111904 -.0073025
T  856  9 .5641464E+08   4561631E+02 -.8280E+05  .1845E+07   .9999870 -.0025040  .0044313
T  857  9 .5679406E+08   4561630E+02  .6112E+06  .1219E+07   .9999841  .0039103  .0040637
T  858  9 .5619904E+08   4561630E+02 -.2614E+07  .1450E+07   .9999553 -.0091469  .0024083
T  859  9 .5675867E+08   4561631E+02 -.2858E+07 -.5278E+07   .9998787 -.0084380 -.0130921
T  860  9 .5631624E+08   4561631E+02 -.8885E+06 -.1579E+07   .9998749 -.0156834  .0020619
T  861  9 .5659181E+08   4561631E+02 -.3346E+07  .5900E+06   .9999776 -.0066522  .0007998
T  862  9 .5631276E+08   4561631E+02 -.2248E+07  .3535E+05   .9999939 -.0033140 -.0010770
T  863  9 .5656108E+08   4561630E+02  .2485E+07 -.4839E+06   .9999912  .0041911 -.0000616
T  864  9 .5653078E+08   4561631E+02 -.6104E+06  .4969E+06   .9999925 -.0023596 -.0030798
T  865  9 .5669427E+08   4561631E+02 -.1326E+07 -.4204E+06   .9999835 -.0039643 -.0041501
T  866  9 .5663161E+08   4561630E+02  .4687E+07  .2288E+07   .9998966  .0127163  .0067176
T  867  9 .5655586E+08   4561630E+02  .6312E+06  .1114E+07   .9999729  .0052636  .0051548
T  868  9 .5661848E+08   4561631E+02  .8233E+06  .6494E+06   .9999976  .0009928  .0019536
T  869  9 .5631770E+08   4561630E+02 -.1921E+06  .1565E+07   .9999977  .0018626  .0010783
T  870  9 .5651359E+08   4561630E+02 -.4296E+06 -.2234E+06   .9999956 -.0021901 -.0020221
T  871  9 .5654868E+08   4561630E+02  .1689E+07  .1531E+07   .9999825  .0057460  .0013988
T  872  9 .5680942E+08   4561630E+02 -.1479E+07 -.1861E+07   .9999870 -.0033830 -.0038163
T  873  9 .5666340E+08   4561631E+02 -.9450E+06 -.5124E+06   .9999983  .0000452  .0018547
T  874  9 .5642288E+08   4561630E+02 -.3601E+06  .4561E+06   .9999980 -.0018434  .0007302
T  875  9 .5643251E+08   4561631E+02 -.4481E+07  .9746E+06   .9999435 -.0095545  .0046638
T  876  9 .5660209E+08   4561630E+02  .2659E+07 -.8771E+06   .9999631  .0081133 -.0028360
T  877  9 .5654886E+08   4561630E+02  .3746E+07 -.9397E+06   .9999318  .0111269 -.0035479
T  878  9 .5643638E+08   4561630E+02 -.1096E+07 -.1541E+07   .9999795 -.0063242 -.0009999
T  879  9 .5658290E+08   4561631E+02  .2909E+07  .1163E+06   .9999078  .0129844 -.0039856
T  880  9 .5665669E+08   4561630E+02  .3469E+06 -.1301E+07   .9999833 -.0034898 -.0046012
T  881  9 .5675887E+08   4561630E+02  .1692E+07  .2045E+07   .9999696  .0073373  .0026412
T  882  9 .5636996E+08   4561630E+02 -.1349E+07  .2564E+07   .9995586 -.0069942  .0288730
T  883  9 .5620978E+08   4561630E+02  .1716E+07 -.5192E+06   .9999712  .0072191 -.0023235
T  884  9 .5654122E+08   4561630E+02 -.9577E+06  .2831E+07   .9999491 -.0009310  .0100452
T  885  9 .5640984E+08   4561630E+02 -.1307E+07  .2717E+07   .9999795 -.0035465  .0053335
T  886  9 .5654359E+08   4561630E+02 -.1943E+07 -.4816E+06   .9999769 -.0059677 -.0032690
T  887  9 .5680239E+08   4561630E+02  .8186E+06  .3510E+06   .9999727  .0073429  .0008125
T  888  9 .5638088E+08   4561631E+02  .8157E+06 -.3780E+07   .9999592 -.0042183 -.0079863
T  889  9 .5656085E+08   4561630E+02  .1159E+07 -.9585E+06   .9999967  .0025497 -.0003547
T  890  9 .5662938E+08   4561630E+02 -.1256E+07 -.4578E+06   .9999650 -.0073997 -.0038976
T  891  9 .5637702E+08   4561631E+02  .1343E+06  .8512E+06   .9999593  .0022865  .0087274
T  892  9 .5636553E+08   4561630E+02  .5748E+06 -.4474E+06   .9999978  .0016033 -.0013468
T  893  9 .5662535E+08   4561631E+02  .2267E+06 -.4569E+06   .9999797  .0026795 -.0057765
T  894  9 .5645585E+08   4561631E+02  .4059E+06 -.6935E+06   .9999948  .0022994 -.0022563
T  895  9 .5675288E+08   4561630E+02 -.3016E+07  .4330E+07   .9999292 -.0082192  .0086040
T  896  9 .5647355E+08   4561631E+02  .1872E+07 -.1640E+05   .9999846  .0053976  .0012752
T  897  9 .5678261E+08   4561630E+02 -.7855E+06 -.1450E+07   .9999942  .0005402 -.0033509
T  898  9 .5634844E+08   4561631E+02  .1204E+07 -.4986E+06   .9999880  .0046272 -.0016298
T  899  9 .5630444E+08   4561630E+02  .1783E+07 -.1489E+07   .9999736  .0053816 -.0048740
T  900  9 .5619488E+08   4561630E+02 -.2035E+07  .1117E+07   .9999827 -.0043068  .0040085
T  901  9 .5659698E+08   4561630E+02 -.8915E+06  .2543E+07   .9999334 -.0083700  .0079433
T  902  9 .5642279E+08   4561631E+02  .1138E+07 -.8209E+06   .9999533  .0056356 -.0078494
T  903  9 .5639253E+08   4561631E+02  .5513E+07  .2836E+07   .9998630  .0154631  .0059022
T  904  9 .5674203E+08   4561630E+02  .3600E+07  .4537E+06   .9999035  .0126487  .0057380
T  905  9 .5633101E+08   4561630E+02  .1422E+07  .3211E+05   .9999552  .0083113  .0045389
T  906  9 .5687361E+08   4561630E+02 -.1165E+07  .1917E+07   .9999911 -.0015959  .0039128
T  907  9 .5668766E+08   4561631E+02 -.1039E+07  .3125E+05   .9999963 -.0021511 -.0016805
T  908  9 .5652095E+08   4561631E+02 -.2623E+07  .5547E+06   .9999798 -.0056976  .0028046
T  909  9 .5637021E+08   4561630E+02  .1689E+07  .6046E+06   .9999987  .0011525  .0010900
T  910  9 .5650517E+08   4561630E+02  .9328E+06  .1393E+07   .9999864  .0004852  .0052008
T  911  9 .5645636E+08   4561630E+02  .1885E+07  .3059E+06   .9999931 -.0000438 -.0037266
T  912  9 .5642983E+08   4561630E+02 -.1104E+07 -.2352E+06   .9999792 -.0064536 -.0000749
T  913  9 .5662804E+08   4561630E+02 -.2699E+06 -.3293E+06   .9999997 -.0005881 -.0004992
T  914  9 .5650572E+08   4561631E+02  .6802E+06  .2370E+06   .9999875  .0048726 -.0011352
T  915  9 .5631477E+08   4561631E+02  .1089E+07 -.1288E+07   .9999893  .0040300 -.0022822
T  916  9 .5641163E+08   4561630E+02  .5391E+06  .2139E+07   .9999786  .0019661  .0062355
T  917  9 .5645580E+08   4561630E+02  .2785E+06 -.1712E+07   .9999739 -.0019677 -.0069471
T  918  9 .5639585E+08   4561630E+02 -.7630E+07 -.3720E+07   .9998254 -.0185462 -.0022667
T  919  9 .5677459E+08   4561630E+02 -.9808E+06 -.2588E+05   .9999714 -.0054552 -.0052417
T  920  9 .5629550E+08   4561630E+02 -.2136E+07 -.9953E+06   .9999737 -.0061651 -.0038220
T  921  9 .5661698E+08   4561630E+02  .2694E+07  .1402E+07   .9999714  .0017960  .0073513
T  922  9 .5626177E+08   4561630E+02  .3562E+07  .2014E+07   .9999579  .0070521  .0058707
T  923  9 .5656169E+08   4561630E+02 -.3339E+07 -.2407E+06   .9999672 -.0079898  .0013445
T  924  9 .5660970E+08   4561630E+02 -.1441E+07  .1585E+07   .9999901 -.0035013  .0027324
T  925  9 .5674516E+08   4561631E+02 -.2134E+07  .2433E+07   .9999746 -.0033063  .0063101
T  926  9 .5618111E+08   4561630E+02  .8397E+06 -.2829E+07   .9999376  .0014697 -.0110773
T  927  9 .5644352E+08   4561631E+02 -.1522E+07  .2077E+07   .9999467 -.0085610  .0057721
T  928  9 .5642119E+08   4561631E+02 -.1676E+05  .5524E+06   .9999980  .0019374  .0004352
T  929  9 .5639019E+08   4561630E+02  .9046E+06  .3778E+07   .9999520  .0010314  .0097460
T  930  9 .5645556E+08   4561630E+02  .1700E+07 -.9427E+06   .9999971  .0022874 -.0007847
T  931  9 .5624613E+08   4561630E+02 -.5336E+06  .2539E+05   .9999758 -.0018587  .0067091
T  932  9 .5683889E+08   4561631E+02  .2091E+07 -.9143E+06   .9999671  .0081052 -.0004426
T  933  9 .5658003E+08   4561631E+02  .4026E+06  .1136E+07   .9999886 -.0028829  .0038010
T  934  9 .5652471E+08   4561630E+02  .1558E+07  .1207E+07   .9999744  .0071211 -.0006348
T  935  9 .5650491E+08   4561631E+02  .1212E+07 -.1674E+07   .9999738  .0036442 -.0062558
T  936  9 .5639999E+08   4561631E+02  .1015E+06 -.4215E+06   .9999957 -.0026758 -.0011895
T  937  9 .5649699E+08   4561630E+02 -.1034E+07 -.1867E+06   .9999827 -.0054746 -.0021378
T  938  9 .5641264E+08   4561630E+02 -.1621E+07  .6285E+06   .9999767 -.0067718  .0008881
T  939  9 .5656000E+08   4561630E+02 -.2505E+07 -.1285E+06   .9999642 -.0083888 -.0010644
T  940  9 .5659060E+08   4561631E+02 -.1039E+07  .2342E+07   .9999697 -.0075074  .0020607
T  941  9 .5657338E+08   4561631E+02 -.1376E+07 -.8025E+05   .9999992 -.0009083 -.0008906
T  942  9 .5627289E+08   4561631E+02 -.7304E+06 -.5086E+06   .9999935 -.0022085 -.0028538
T  943  9 .5642597E+08   4561630E+02 -.2036E+07  .1045E+07   .9999744 -.0038172  .0060464
T  944  9 .5643069E+08   4561630E+02  .1419E+07 -.2660E+04   .9999963  .0012070  .0024246
T  945  9 .5636946E+08   4561631E+02  .1020E+07  .5711E+07   .9998602  .0005780  .0167105
T  946  9 .5643246E+08   4561631E+02  .2000E+07  .4061E+07   .9998781  .0046122  .0149185
T  947  9 .5650670E+08   4561630E+02 -.9728E+06  .5100E+06   .9999976  .0007573  .0020727
T  948  9 .5652965E+08   4561630E+02 -.4409E+06 -.3747E+07   .9998647 -.0002343 -.0164486
T  949  9 .5651209E+08   4561630E+02 -.3305E+06 -.3270E+06   .9999935 -.0017111 -.0031638
T  950  9 .5665212E+08   4561631E+02 -.6396E+06 -.2344E+07   .9999708 -.0045015 -.0061778
T  951  9 .5646029E+08   4561631E+02  .1160E+07  .2814E+05   .9999968  .0013012 -.0021754
T  952  9 .5653283E+08   4561631E+02  .1897E+07 -.6903E+06   .9999941  .0033455  .0008358
T  953  9 .5658921E+08   4561630E+02  .1326E+07 -.2171E+07   .9999878  .0032139 -.0037432
T  954  9 .5639307E+08   4561630E+02 -.3656E+05 -.1865E+06   .9999999  .0001710 -.0000502
T  955  9 .5661753E+08   4561631E+02  .9898E+06 -.3381E+06   .9999985  .0012948  .0011844
T  956  9 .5646102E+08   4561630E+02  .9675E+07 -.5639E+07   .9997205  .0205032 -.0117670
T  957  9 .5663660E+08   4561631E+02  .3595E+06 -.3258E+06   .9999998 -.0001643 -.0005403
T  958  9 .5664956E+08   4561631E+02  .1602E+07 -.1026E+06   .9999840  .0029971  .0048060
T  959  9 .5675081E+08   4561631E+02  .1930E+07  .7454E+06   .9999933  .0033504  .0015075
T  960  9 .5627819E+08   4561630E+02 -.4725E+06 -.2116E+07   .9999956 -.0004226 -.0029441
T  961  9 .5662479E+08   4561631E+02  .4076E+07 -.4936E+06   .9999549  .0092780 -.0020076
T  962  9 .5648517E+08   4561630E+02  .7713E+06 -.9133E+06   .9999204  .0093356 -.0084924
T  963  9 .5657741E+08   4561630E+02  .6375E+06 -.5684E+06   .9999945  .0025829 -.0020822
T  964  9 .5656445E+08   4561630E+02  .2672E+06  .2184E+07   .9999762 -.0003193  .0068900
T  965  9 .5623736E+08   4561630E+02 -.1072E+07  .8245E+06   .9999731 -.0055685  .0047673
T  966  9 .5637212E+08   4561630E+02 -.6488E+06  .1204E+07   .9999963 -.0023953  .0013019
T  967  9 .5633603E+08   4561630E+02  .1125E+07 -.1042E+07   .9999939  .0015230 -.0031512
T  968  9 .5673921E+08   4561631E+02  .1623E+07 -.1207E+07   .9999563  .0041004 -.0084057
T  969  9 .5667090E+08   4561630E+02 -.1162E+07  .8414E+06   .9999908 -.0042612 -.0004713
T  970  9 .5673219E+08   4561630E+02 -.2158E+07 -.6248E+05   .9999917 -.0040273  .0006087
T  971  9 .5643018E+08   4561630E+02  .3008E+07 -.1425E+07   .9999436  .0084012 -.0064950
T  972  9 .5662188E+08   4561630E+02 -.2301E+07 -.2000E+07   .9999821 -.0051946 -.0029776
T  973  9 .5647118E+08   4561630E+02 -.6351E+06  .1106E+07   .9999987 -.0006355  .0014753
T  974  9 .5660482E+08   4561630E+02 -.1352E+06  .6614E+06   .9999955 -.0028600 -.0008708
T  975  9 .5626244E+08   4561631E+02 -.8566E+06 -.3643E+06   .9999967 -.0025543 -.0003557
T  976  9 .5625173E+08   4561631E+02  .3191E+07 -.1212E+07   .9999621  .0085933 -.0014127
T  977  9 .5615728E+08   4561630E+02 -.6401E+06  .1581E+07   .9999883 -.0047308  .0010394
T  978  9 .5650203E+08   4561630E+02 -.1153E+07 -.2940E+07   .9999048 -.0041606 -.0131567
T  979  9 .5653609E+08   4561631E+02 -.2628E+07  .1442E+07   .9998741 -.0137394  .0079405
T  980  9 .5655383E+08   4561631E+02 -.1786E+07  .5567E+06   .9999951 -.0028489 -.0013294
T  981  9 .5696780E+08   4561630E+02  .2724E+07  .4079E+06   .9999502  .0099714 -.0003731
T  982  9 .5665914E+08   4561630E+02 -.1002E+06  .1066E+06   .9999974 -.0022639 -.0003416
T  983  9 .5639619E+08   4561630E+02  .2599E+07  .9580E+06   .9999296  .0118550 -.0004812
T  984  9 .5635792E+08   4561630E+02  .2845E+06  .1122E+07   .9999990 -.0010846 -.0008692
T  985  9 .5660823E+08   4561631E+02  .2224E+06  .1255E+07   .9999988  .0000132  .0015443
T  986  9 .5676015E+08   4561630E+02 -.6740E+06  .2506E+07   .9999784 -.0008545  .0065100
T  987  9 .5639938E+08   4561630E+02  .8914E+06  .1364E+07   .9999791 -.0006478  .0064250
T  988  9 .5641353E+08   4561630E+02 -.2537E+07 -.5962E+05   .9999970 -.0007239 -.0023436
T  989  9 .5642035E+08   4561631E+02  .3865E+06  .1133E+07   .9999862  .0006113  .0052160
T  990  9 .5638899E+08   4561631E+02  .1111E+07  .1225E+07   .9999729  .0044438  .0058748
T  991  9 .5639690E+08   4561631E+02  .2672E+07  .1390E+06   .9999598  .0089629  .0001800
T  992  9 .5649708E+08   4561631E+02 -.5248E+07  .3856E+06   .9999155 -.0129841  .0005952
T  993  9 .5650243E+08   4561630E+02  .2115E+07 -.1232E+07   .9999838  .0055121 -.0014298
T  994  9 .5645800E+08   4561631E+02  .1381E+07  .1353E+07   .9999896  .0018743  .0041487
T  995  9 .5641555E+08   4561631E+02 -.6280E+06 -.1606E+07   .9999967 -.0013805 -.0021845
T  996  9 .5638503E+08   4561631E+02  .3870E+07 -.1066E+07   .9999715  .0074473 -.0012242
T  997  9 .5656856E+08   4561631E+02  .1245E+07  .1123E+07   .9999757  .0058436  .0038142
T  998  9 .5652569E+08 
